District_code,State_name,District_name,Population,Male,Female,Literate,Workers,Male_Workers,Female_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50
490,GUJARAT,Navsari,1329672,678165,651507,1001909,591834,407881,183953,112809,206608,7173,1225087,78669,5733,2459,601,13386,190861,112460,85041,673014,390349,258957
491,GUJARAT,Valsad,1705678,887222,818456,1170657,743245,516188,227057,147569,183025,11833,1571147,94034,19661,1589,913,13809,212318,123281,90912,944532,485874,259906
492,GUJARAT,Surat,6081322,3402224,2679098,4571410,2553542,2142819,410723,109549,325739,42040,5260193,660772,21052,5703,12902,112835,896927,433651,379505,3563443,1740746,723415
493,GUJARAT,Tapi,807022,402188,404834,490036,450902,251049,199853,105726,254786,9679,725890,22309,52930,239,1476,1828,86580,49482,31743,422047,235019,144575
494,DAMAN AND DIU,Diu,52074,25642,26432,38058,15750,12932,2818,471,291,275,48613,3190,202,3,1,43,9051,4367,1906,30475,13932,7599
495,DAMAN AND DIU,Daman,191173,124659,66514,150348,105521,94502,11019,1845,481,409,171537,16087,2618,169,216,244,26991,14170,9128,122589,52868,15428
496,DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709,193760,149949,223230,157161,119293,37868,28164,17799,2195,322857,12922,5113,217,634,1186,37809,22700,19655,225103,87888,30346
497,MAHARASHTRA,Nandurbar,1648295,833170,815125,906509,792065,442898,349167,211672,438176,14599,1521618,96182,8467,685,4969,6191,160961,113019,58461,1011352,390419,241534
498,MAHARASHTRA,Dhule,2050862,1054031,996831,1293916,936370,570448,365922,239139,429536,20646,1825460,187901,3653,1422,13405,12818,290656,182739,114931,1167569,513908,350747
499,MAHARASHTRA,Jalgaon,4229917,2197365,2032552,2891882,1863571,1186472,677099,384359,937174,38930,3457615,560261,7091,3091,143865,27404,627198,375643,229987,2352671,1080237,763529
500,MAHARASHTRA,Buldana,2586258,1337560,1248698,1879874,1219641,734024,485617,385447,603227,13770,1845424,354236,3531,1668,364229,12242,406379,228266,113783,1467457,641840,473071
501,MAHARASHTRA,Akola,1813906,932334,881572,1411281,768154,520362,247792,129680,388521,9660,1107809,357253,4483,1504,328033,10205,291391,205723,112574,998769,483200,327932
502,MAHARASHTRA,Washim,1197160,620302,576858,869917,569792,340353,229439,165598,310195,7122,859949,142672,1707,518,179330,8476,162762,116032,47865,682919,302425,210185
503,MAHARASHTRA,Amravati,2888445,1480768,1407677,2251875,1236322,837577,398745,198793,667943,20998,2055177,421410,7223,2242,383891,11360,525116,346876,203273,1540590,783549,553265
504,MAHARASHTRA,Wardha,1300774,668385,632389,1019458,608235,392316,215919,132989,282170,13785,1057096,53854,2696,2147,175417,5663,225208,158055,93772,659540,370227,270107
505,MAHARASHTRA,Nagpur,4653570,2384975,2268595,3673808,1868560,1334211,534349,206606,423587,52419,3492202,390974,34667,20469,668050,24528,790443,542228,493236,2460820,1361821,818467
506,MAHARASHTRA,Bhandara,1200334,605520,594814,899860,597305,345054,252251,123099,312183,17169,1009352,26502,2145,831,154458,1017,204435,153749,67061,626978,333120,232754
507,MAHARASHTRA,Gondiya,1322507,661554,660953,1004243,665419,383151,282268,186509,281414,32525,1153861,26157,1827,2160,125282,1568,225595,159570,57923,704214,371908,244111
508,MAHARASHTRA,Gadchiroli,1072942,541328,531614,708365,584237,323338,260899,225358,247813,11321,927411,21063,3872,681,82695,454,140345,95911,35809,605217,289448,175518
509,MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1578615,1058172,648565,409607,220978,473983,21346,1780085,92297,10701,5251,286734,3861,351610,241179,126488,1163802,629890,403719
510,MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2022574,1355999,815475,540524,333504,739718,17899,2251401,239236,4567,1596,249874,11422,389924,245819,123074,1549263,733258,483813
511,MAHARASHTRA,Nanded,3361292,1730075,1631217,2189425,1493953,925232,568721,447823,632395,29158,2501741,471951,3902,13540,354189,5049,416761,255650,156225,2008314,809135,535827
512,MAHARASHTRA,Hingoli,1177345,606294,571051,790743,569182,330903,238279,241613,226483,8268,863199,127552,992,643,176679,5278,136075,74544,38698,692117,281905,201828
513,MAHARASHTRA,Parbhani,1836086,942870,893216,1157814,822797,501422,321375,295030,317806,13210,1328385,306364,2081,1371,187899,6238,229103,116041,81333,1078349,436486,313455
514,MAHARASHTRA,Jalna,1959046,1011473,947573,1195523,930886,545030,385856,418952,300937,16705,1504641,274221,12542,1629,152540,9619,225331,120715,64060,1150104,454836,341479
515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1575079,1015864,559215,554518,396630,28033,2545438,786677,15991,5142,309093,30981,537936,310762,253253,2211996,909771,571932
516,MAHARASHTRA,Nashik,6107187,3157186,2950001,4345366,2763328,1746286,1017042,967385,730228,56132,5237009,693052,23946,8912,94783,38212,830070,485052,373100,3580633,1567252,948469
517,MAHARASHTRA,Thane,11060148,5865078,5195070,8227161,4492767,3363123,1129644,349931,418004,124461,8716055,1355630,280700,39149,449617,172052,1751284,1080597,961719,6184519,3241888,1579921
518,MAHARASHTRA,Mumbai Suburban,9356962,5031323,4325639,7575485,3735021,2944322,790699,16086,20722,118816,6337132,1795788,322476,47288,469568,343639,1914168,1091433,1183117,4936360,2812001,1575566
519,MAHARASHTRA,Mumbai,3085411,1684608,1400803,2509022,1284396,1021009,263387,6051,5745,45538,1873762,773173,84555,13471,134257,166000,665263,378764,343374,1553005,933586,583243
520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,1939994,1072969,753843,319126,206975,191182,32919,2239370,227465,17452,7477,121791,12260,441072,221410,204507,1414154,748339,462741
521,MAHARASHTRA,Pune,9429408,4924105,4505303,7171723,4048993,2809816,1239177,886530,414461,105711,8090254,673704,134192,27090,340404,127786,1414563,867256,1086650,5184734,2624165,1586132
522,MAHARASHTRA,Ahmadnagar,4543159,2342825,2200334,3151890,2204590,1300309,904281,1013050,559009,57156,4107143,320743,22766,5431,33898,38718,745895,411908,315842,2496560,1166245,865139
523,MAHARASHTRA,Bid,2585049,1349106,1235943,1718507,1255548,727819,527729,606280,373566,21093,2174672,320395,2097,824,68482,8719,316758,206530,129996,1473882,614615,494436
524,MAHARASHTRA,Latur,2454196,1273140,1181056,1650672,1046857,670018,376839,331780,416578,17663,2006984,367664,2387,935,66535,6387,380344,224998,153256,1406364,584243,453229
525,MAHARASHTRA,Osmanabad,1657576,861535,796041,1137810,773916,473795,300121,297361,299525,19831,1437623,178925,942,340,28216,4530,260772,139479,96847,917343,393539,343021
526,MAHARASHTRA,Solapur,4317756,2227852,2089904,2910676,1898395,1206933,691462,637250,558334,71106,3795424,441254,9882,1279,35497,28134,643327,328020,236302,2402794,1089900,809935
527,MAHARASHTRA,Satara,3003741,1510842,1492899,2225694,1354947,844805,510142,585876,297241,39772,2691952,146970,4408,1182,141315,12810,556706,299993,243457,1517324,800492,671702
528,MAHARASHTRA,Ratnagiri,1615069,761121,853948,1199392,714076,407008,307068,296913,153117,17230,1307211,187197,1990,230,113467,3347,247257,111600,65700,777431,438905,396967
529,MAHARASHTRA,Sindhudurg,849651,417332,432319,666067,347178,229676,117502,124812,81816,9679,780384,26264,15471,219,24762,1046,175070,89023,48418,382024,242296,222963
530,MAHARASHTRA,Kolhapur,3876001,1980658,1895343,2825845,1704054,1125204,578850,660872,266028,59932,3379906,286558,15573,1570,29766,154882,698604,395234,335413,1972486,1084858,801590
531,MAHARASHTRA,Sangli,2822143,1435728,1386415,2049467,1215104,800214,414890,480554,290693,40824,2440312,239607,9098,1260,38210,87453,453404,244804,214003,1450907,752303,603739
532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,1323667,748939,574728,363737,484912,84661,2399901,275970,15422,1377,25510,617,225957,143143,100226,1536378,704551,422522
533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,1261076,684320,576756,278102,448281,171311,2123426,391596,19653,2357,1847,542,396396,223365,141850,1399773,676401,437573
534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1876768,1049463,827305,360390,756859,168340,3491139,244723,24979,2086,332,312,463403,293493,256633,1940234,1031735,728494
535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,1442203,837874,604329,353221,571129,67642,2637313,342449,34301,1309,554,457,373729,201928,127493,1735769,779738,509368
536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1413297,1045585,367712,28308,23029,46157,2046051,1713405,87522,11446,1268,19560,811501,517425,558090,2249130,1068243,542669
537,ANDHRA PRADESH,Rangareddy,5296741,2701008,2595733,3538028,2196078,1488916,707162,270925,349032,73387,4458858,617518,144037,8062,2041,3536,821821,598940,740896,2966988,1455864,738037
538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,2082501,1140067,942434,569142,931084,57846,3673456,334172,21345,658,290,388,308575,169083,98227,2360874,1027525,637430
539,ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,2001019,1741693,976428,765265,325224,863131,45124,3249231,188646,35025,937,241,250,367424,238695,196134,1932349,897137,651748
540,ANDHRA PRADESH,Warangal,3512576,1759281,1753295,2065023,1705655,960926,744729,401646,758092,43550,3273755,197333,31377,1453,253,569,430242,279234,248942,1891954,941452,664872
541,ANDHRA PRADESH,Khammam,2797370,1390988,1406382,1630234,1410062,802906,607156,224972,804537,19799,2595321,158887,33463,655,217,459,238811,154774,160804,1530602,774583,477955
542,ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,1495381,1290288,766483,523805,165317,700833,34479,2666950,9025,18879,193,77,160,251521,146721,121213,1423119,747385,528736
543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,1157962,679289,478673,212285,557254,27469,2299129,16423,17853,380,114,815,186576,115144,103591,1206366,666394,451469
544,ANDHRA PRADESH,Visakhapatnam,4290589,2138910,2151679,2568249,1889879,1239064,650815,322164,578949,54545,4105320,86330,77607,2301,850,2316,541942,329770,289734,2274553,1245627,716066
545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,2093681,1545831,547850,160407,1122046,57853,4983330,77777,77825,738,413,4149,521562,271809,263023,2724328,1478954,948122
546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1773112,1199338,573774,155275,1061787,33861,3733191,86142,109120,288,209,1578,415178,215863,207586,2051513,1127764,755533
547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,2048880,1327299,721581,150166,1006976,48444,4023678,307043,145598,1393,863,6320,531821,312753,328454,2340943,1284630,833959
548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,2381624,1442370,939254,302341,1227956,47436,4217597,559770,89763,764,323,3282,453446,246580,221924,2583462,1371811,928462
549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1700567,991842,708725,280029,889218,42603,3150195,220654,18775,266,97,204,249034,142026,133627,1832695,917391,641707
550,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557,1492974,1470583,1832189,1314561,859880,454681,165513,625262,35403,2639737,288378,26202,678,239,2610,267243,161031,148394,1574713,840448,544022
551,ANDHRA PRADESH,Y.S.R.,2882469,1451777,1430692,1716766,1320404,823886,496518,243607,542455,55824,2391231,454108,23281,367,105,751,258798,140145,116330,1553667,793583,530412
552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,2029425,1164122,865303,310954,1037302,60791,3328380,670737,33165,737,255,2235,271828,152453,115504,2368684,1053618,609027
553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,2036166,1208544,827622,413253,879537,105343,3599372,443456,20463,932,341,1417,331793,162175,144915,2189396,1104565,739612
554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1933357,1202223,731134,434544,748093,57269,3737588,397870,24129,867,253,1322,548336,265199,246409,2148179,1159053,807430
555,KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,2105668,1372422,733246,711980,649517,60342,4038331,528412,18418,2037,1086,178310,532584,279583,201884,2669348,1251116,857143
556,KARNATAKA,Bagalkot,1889752,950111,939641,1113412,818081,511575,306506,196199,303243,44797,1634229,219991,3433,443,412,25198,171505,115095,82319,1123443,465706,299774
557,KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,927722,580111,347611,262217,351600,25379,1786830,369588,2433,558,374,8665,182756,129109,96990,1295274,527085,353549
558,KARNATAKA,Bidar,1703300,870665,832635,1042673,702608,459050,243558,141302,280091,18095,1289709,335184,35438,1145,30453,680,181076,105347,54900,1018195,397120,287271
559,KARNATAKA,Raichur,1928812,964511,964301,979769,903413,530373,373040,245299,383526,19095,1634062,272022,10394,538,2265,4156,153346,82082,50463,1196670,465173,265810
560,KARNATAKA,Koppal,1389920,699926,689994,809085,654766,387974,266792,163413,273016,18794,1218024,161770,4081,296,85,2898,113028,72243,43967,855430,330393,202984
561,KARNATAKA,Gadag,1064570,537147,527423,700177,495722,310412,185310,127441,200310,15485,907750,143665,3432,231,79,5993,105150,63816,42053,601578,279069,183409
562,KARNATAKA,Dharwad,1847023,937206,909817,1301664,784833,543776,241057,164279,207642,16463,1390020,386834,28747,1486,715,29037,227113,143453,137768,1017935,505688,322577
563,KARNATAKA,Uttara Kannada,1437169,726256,710913,1081906,608526,430565,177961,111581,116336,9492,1187306,187974,44530,305,12804,3624,210270,108521,94767,742281,412649,281542
564,KARNATAKA,Haveri,1597668,819128,778540,1085443,730066,490731,239335,203055,311263,20217,1281878,297927,2406,419,68,9834,158442,84357,55310,904453,426094,266586
565,KARNATAKA,Bellary,2452595,1236954,1215641,1421621,1116880,703258,413622,258080,406092,22832,2103633,320834,14014,1029,284,8044,203139,121453,89475,1487013,617276,346905
566,KARNATAKA,Chitradurga,1659456,840843,818613,1087392,856587,513311,343276,286245,294337,26235,1520553,128751,3175,322,84,3778,217567,132435,75262,891230,460057,306412
567,KARNATAKA,Davanagere,1945497,986400,959097,1308540,875207,585639,289568,230846,295873,31438,1658465,265805,5420,307,164,6417,269748,154781,123863,1068518,538551,336173
568,KARNATAKA,Shimoga,1752753,877415,875338,1263016,780598,534487,246111,204493,246464,15087,1479424,234664,26521,400,120,9234,251095,132138,111753,913150,513297,325542
569,KARNATAKA,Udupi,1177361,562131,615230,926429,513241,335399,177842,63143,63390,10580,1009179,96740,65838,232,161,4534,178094,109663,107279,559565,340903,276234
570,KARNATAKA,Chikmagalur,1137961,566622,571339,818345,565774,357889,207885,155392,126600,8873,1004553,101235,26000,182,109,4710,177585,96470,72420,564994,341380,230864
571,KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1354646,837512,517134,505910,352286,54523,2413812,245923,9130,477,187,5067,423738,213588,143735,1351461,760936,564196
572,KARNATAKA,Bangalore,9621551,5022661,4598890,7512276,4246927,3115361,1131566,95619,97914,108898,7725070,1248294,504863,13254,5531,83090,2018079,1196965,1733274,5275666,2909575,1424195
573,KARNATAKA,Mandya,1805769,905085,900684,1149649,871408,575203,296205,388981,216159,17834,1712695,77801,8506,322,299,3607,308624,157839,102838,902307,527236,375100
574,KARNATAKA,Hassan,1776421,883667,892754,1225256,903580,560452,343128,437034,165910,16126,1630814,120011,15611,289,623,5820,292369,147837,103152,877340,522039,375918
575,KARNATAKA,Dakshina Kannada,2089649,1034714,1054935,1666323,997721,620903,376818,33810,29274,188207,1403854,501896,171398,525,445,10397,309141,178989,185916,1072417,608450,407902
576,KARNATAKA,Kodagu,554519,274608,279911,412877,278938,172100,106838,21174,15153,1549,448986,87274,17130,139,126,250,86232,54939,43225,276918,163360,113919
577,KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1314268,921803,392465,349337,311002,28162,2631985,290549,39361,1255,16194,14419,452412,222230,212541,1580116,865220,553705
578,KARNATAKA,Chamarajanagar,1020791,512231,508560,565279,481693,324326,157367,113105,214303,14007,942071,47210,22183,136,4872,761,109361,57053,34799,519046,294903,206003
579,KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,1087028,680001,407027,220198,415267,25891,2011014,513125,8344,826,9589,4865,290570,153746,104256,1570719,604665,388935
580,KARNATAKA,Yadgir,1174271,590329,583942,510003,547696,317135,230561,159333,234655,13192,997974,155340,8677,331,7970,1519,73599,40104,27728,738451,267222,168186
581,KARNATAKA,Kolar,1536401,776396,760005,1016219,717872,454048,263824,183057,201233,24178,1305431,199873,26722,253,150,2494,225498,107929,71422,841499,419380,274240
582,KARNATAKA,Chikkaballapura,1255104,636437,618667,783222,639778,384452,255326,212226,206939,20276,1100131,147810,4684,264,85,975,187040,80928,55056,666451,350299,236864
583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,459891,315499,144392,127770,84108,19457,890429,92252,5368,389,272,1045,166677,82235,51015,535765,278153,176083
584,KARNATAKA,Ramanagara,1082636,548008,534628,674758,531459,344349,187110,208130,102460,17723,959260,114311,6390,383,104,859,155358,77233,46318,559082,297330,224785
585,GOA,North Goa,818008,416677,401331,663060,327658,239125,88533,15402,14120,8862,622213,57941,134169,618,553,546,153887,87513,86781,380926,260533,175035
586,GOA,South Goa,640537,322463,318074,502427,249590,180411,69179,15952,12640,5846,341664,63623,231961,855,542,563,108989,64786,57460,314480,194872,130605
587,LAKSHADWEEP,Lakshadweep,64473,33123,31350,52553,18753,15318,3435,0,0,264,1788,62268,317,8,10,11,13997,6642,3491,33877,19244,11237
588,KERALA,Kasaragod,1307375,628613,678762,1037492,462998,325095,137903,23732,38774,24496,729987,486913,87454,151,362,130,238900,122657,76192,688763,369883,246975
589,KERALA,Kannur,2523003,1181446,1341557,2138434,824116,609377,214739,36549,82988,12875,1509592,742483,262526,424,1118,193,540383,308670,217203,1187177,741984,588081
590,KERALA,Wayanad,817420,401684,415736,645585,340077,228639,111438,52759,101630,4574,404460,234185,174453,61,312,1797,184266,87042,51111,412806,246590,157326
591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,948981,752333,196648,26543,64198,13312,1734958,1211131,131516,297,235,601,630818,351267,250117,1487644,909581,686109
592,KERALA,Malappuram,4112920,1960328,2152592,3311315,1062424,898157,164267,57567,117405,18423,1135259,2888849,81556,205,179,68,933793,392867,203779,2406005,1041361,662311
593,KERALA,Palakkad,2809934,1359478,1450456,2239492,1042340,746121,296219,67805,249949,25035,1875980,812936,114397,220,238,78,572412,232109,180540,1395222,802611,608966
594,KERALA,Thrissur,3121200,1480763,1640437,2678548,1095727,789511,306216,41786,73941,27883,1823442,532839,757484,259,278,62,821831,362657,338600,1394214,931841,792182
595,KERALA,Ernakulam,3282388,1619557,1662831,2855676,1249343,913249,336094,50423,71391,23976,1509557,514397,1248137,860,614,1176,702511,389793,429880,1396968,1024720,858010
596,KERALA,Idukki,1108974,552808,556166,923010,516363,331710,184653,100917,145698,6888,541854,82206,481507,100,189,44,261237,136428,86136,494456,352163,261471
597,KERALA,Kottayam,1974551,968289,1006262,1749798,735735,530322,205413,49991,63052,18523,983598,126499,858608,204,358,83,475724,280720,221350,811653,596302,565048
598,KERALA,Alappuzha,2127789,1013142,1114647,1852797,804471,536738,267733,25237,71706,35865,1460447,224545,435056,268,146,74,573306,274789,198858,891512,648522,585591
599,KERALA,Pathanamthitta,1197412,561716,635696,1062553,392794,281854,110940,41414,55455,11074,681666,55074,456404,153,150,44,371128,172884,123549,479207,346161,370887
600,KERALA,Kollam,2635375,1246968,1388407,2240273,912025,644362,267663,56693,92193,21511,1697635,508500,421598,208,272,63,595191,307950,233402,1177359,795245,660965
601,KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1231669,864101,367568,38837,94470,28587,2194057,452915,630573,404,301,76,682156,389161,381782,1488441,989238,820024
602,TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1538054,1103563,434491,73444,270586,58240,3325823,143093,233633,1422,951,3693,622789,303091,451321,1925296,1154775,643614
603,TAMIL NADU,Chennai,4646732,2335844,2310888,3776276,1817297,1369302,447995,14454,13674,37345,3751322,439270,358662,2851,2804,51708,801050,464207,905515,2271657,1468902,899279
604,TAMIL NADU,Kancheepuram,3998252,2012958,1985294,3013382,1673814,1181308,492506,89343,272514,54732,3537399,173785,256762,1620,990,4962,634172,312208,526886,2076492,1200284,715895
605,TAMIL NADU,Vellore,3936331,1961688,1974643,2773928,1689330,1123874,565456,175108,391955,136415,3397857,414760,111390,676,438,3514,641585,311434,308514,2096113,1116437,720713
606,TAMIL NADU,Tiruvannamalai,2464875,1235889,1228986,1626813,1238177,738995,499182,292641,525063,46720,2294369,91636,66987,232,157,7898,343955,174560,158041,1301347,683904,477668
607,TAMIL NADU,Viluppuram,3458873,1740819,1718054,2195776,1703249,1017383,685866,369646,832213,38237,3174941,133896,138279,325,238,4032,508930,246856,229726,1881463,949892,624042
608,TAMIL NADU,Salem,3482056,1781571,1700485,2285562,1694160,1083797,610363,257004,454210,141503,3326357,95487,53841,412,174,992,457866,242306,296399,1737345,1029479,713294
609,TAMIL NADU,Namakkal,1726601,869280,857321,1176131,898245,531463,366782,158473,253726,38797,1673652,32483,16909,183,108,84,214836,126468,169206,817905,510413,397064
610,TAMIL NADU,Erode,2251744,1129868,1121876,1492662,1195773,732083,463690,178170,370212,54322,2115455,76098,55899,435,148,639,269016,155344,215514,1006543,701326,542295
611,TAMIL NADU,The Nilgiris,735394,360143,375251,569647,349974,212172,137802,15645,79100,3895,569477,78452,84610,338,382,910,133569,76132,69657,352516,231451,150804
612,TAMIL NADU,Dindigul,2159775,1080938,1078837,1481834,1105155,665469,439686,165405,467959,30829,1879494,105012,169945,313,256,71,282628,153100,163050,1065734,647806,443528
613,TAMIL NADU,Karur,1064493,528184,536309,727044,543298,329034,214264,85872,200837,11340,993666,53292,16483,115,29,7,146666,77874,85595,501585,320645,241843
614,TAMIL NADU,Tiruchirappalli,2722290,1352284,1370006,2038981,1213979,789206,424773,170669,378782,30386,2279413,190964,246156,324,250,628,418930,223178,291506,1346661,797258,575960
615,TAMIL NADU,Perambalur,565223,282157,283066,375823,299726,162639,137087,117304,118278,5343,521658,32702,10301,83,39,38,71650,41447,44025,291371,158218,115151
616,TAMIL NADU,Ariyalur,754894,374703,380191,480604,359851,212547,147304,107312,166837,13564,708397,7942,37403,104,88,65,96860,53934,57524,380484,216103,157771
617,TAMIL NADU,Cuddalore,2605914,1311697,1294217,1815281,1169880,749633,420247,165170,539412,32027,2391675,123749,83334,401,236,1280,386652,186394,227530,1364411,764669,473617
618,TAMIL NADU,Nagapattinam,1616450,798127,818323,1213008,671994,461174,210820,67482,345057,11555,1435072,128617,47579,184,450,963,249630,122350,125639,828444,463326,323706
619,TAMIL NADU,Thiruvarur,1264277,626693,637584,946471,540168,369853,170315,69883,295188,10440,1132785,96092,33192,258,151,279,203450,103908,99082,627880,377118,257116
620,TAMIL NADU,Thanjavur,2405890,1182416,1223474,1790998,974079,680483,293596,129913,415361,31200,2075870,190814,133971,231,795,1256,373111,178126,222410,1193095,712017,499235
621,TAMIL NADU,Pudukkottai,1618345,803188,815157,1110545,761693,471099,290594,209270,305149,13941,1428784,114194,72850,119,81,32,251855,121706,111731,835853,470428,311175
622,TAMIL NADU,Sivaganga,1339101,668672,670429,959744,620171,391305,228866,141003,199563,14656,1186078,74310,75481,150,80,109,199263,103903,115894,666218,391356,280462
623,TAMIL NADU,Madurai,3038252,1526475,1511777,2273430,1354632,902704,451928,92719,372828,47293,2760502,168881,97711,520,199,1532,453509,250285,363152,1528178,913715,593827
624,TAMIL NADU,Theni,1245899,625683,620216,870080,591642,368900,222742,38367,315161,14939,1148990,56751,37574,152,79,28,156676,95231,101147,618923,373564,252267
625,TAMIL NADU,Virudhunagar,1942288,967709,974579,1398788,950158,579111,371047,57153,208702,35298,1822626,47838,67405,245,87,98,230321,138306,167506,987538,575006,378174
626,TAMIL NADU,Ramanathapuram,1353445,682658,670787,978946,602977,392751,210226,173767,153874,25228,1047411,208038,91139,154,86,29,189132,105978,97405,708322,389764,252888
627,TAMIL NADU,Thoothukkudi,1750176,865021,885155,1349697,748095,503727,244368,48515,200644,22863,1373920,80740,291908,127,286,53,227154,133010,155613,887717,499377,361374
628,TAMIL NADU,Tirunelveli,3077233,1520912,1556321,2273457,1436454,876175,560279,115715,379763,239664,2425630,303368,342254,268,373,144,390495,220088,247635,1554277,876129,644563
629,TAMIL NADU,Kanniyakumari,1870374,926345,944029,1548738,679620,524629,154991,15610,72867,35789,909872,78590,876299,160,438,156,322511,226312,254107,887052,556548,425849
630,TAMIL NADU,Dharmapuri,1506843,774303,732540,917709,751170,446057,305113,201328,267345,15341,1452956,38304,14089,164,39,37,177877,103367,112592,804186,434328,267536
631,TAMIL NADU,Krishnagiri,1879809,960232,919577,1187958,877779,561634,316145,236038,263328,21918,1723737,115303,35956,468,121,373,276694,133744,137081,1034474,533183,311238
632,TAMIL NADU,Coimbatore,3458045,1729297,1728748,2635907,1567950,1083125,484825,80217,230026,50085,3044145,211035,190314,1112,435,3284,526165,273098,440520,1579517,1117221,757738
633,TAMIL NADU,Tiruppur,2479052,1246159,1232893,1760566,1266137,819783,446354,135817,246333,40988,2278835,123983,70015,455,198,371,298635,170870,179733,1177987,794639,504674
634,PONDICHERRY,Yanam,55626,27301,28325,39274,16760,14047,2713,291,3324,146,53537,1191,873,3,1,4,8044,4101,3836,31973,15235,8402
635,PONDICHERRY,PONDICHERRY,950289,468258,482031,726649,348105,256652,91453,9393,51908,6350,855294,32674,58328,245,366,1328,152482,81519,134067,473705,299746,176204
636,PONDICHERRY,Mahe,41816,19143,22673,36470,11802,9093,2709,43,82,69,27940,12856,958,3,21,14,8773,5711,4475,19760,12543,9428
637,PONDICHERRY,Karaikal,200222,97809,102413,154916,68301,53139,15162,2372,13077,1327,152638,28835,18391,46,63,54,29456,15930,18998,102333,60089,37434
638,ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842,20727,16115,25332,17125,12714,4411,322,242,2560,8681,1336,26077,343,119,0,6325,3668,1300,18786,12088,5922
639,ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597,54861,50736,78683,38579,30612,7967,10727,1915,260,81163,2165,21870,77,84,4,12707,10042,5133,57350,30741,17464
640,ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142,127283,110859,190266,96831,77563,19268,5518,2624,907,174452,28912,33037,866,135,27,42150,29910,22388,128402,76332,33128
